tt,class,selection
TRAIN,A,05210
TRAIN,A,05212
TEST,A,05213
TEST,A,05323
TRAIN,A,05327
TRAIN,A,05330
TRAIN,A,05334
TEST,A,05337
TEST,A,05340
TRAIN,A,05341
TRAIN,A,05344
TRAIN,A,05345
TRAIN,A,05348
TRAIN,A,05349
TRAIN,A,05352
TRAIN,A,05353
TRAIN,A,05356
TRAIN,A,05357
TRAIN,A,05360
TEST,A,05361
TEST,A,05452
TRAIN,A,05458
TEST,A,05459
TRAIN,A,05461
TRAIN,A,05462
TRAIN,A,05465
TRAIN,A,05468
TRAIN,A,05469
TEST,Bm,00006
TRAIN,Bm,00127
TRAIN,Bm,00135
TRAIN,Bm,00139
TRAIN,Bm,00463
TEST,Bm,00464
TRAIN,Bm,00465
TRAIN,Bm,00469
TRAIN,Bm,00477
TEST,Bm,00501
TRAIN,Bm,00508
TRAIN,Bm,00511
TRAIN,Bm,00514
TRAIN,Bm,00518
TRAIN,Bm,00522
TRAIN,Bm,00525
TRAIN,Bm,00526
TRAIN,Bm,00529
TRAIN,Bm,00532
TEST,Bm,00533
TRAIN,Bm,00534
TEST,Bm,00537
TEST,Bm,00538
TRAIN,Bm,00539
TRAIN,Bm,00542
TRAIN,Bm,00543
TRAIN,Bm,00544
TRAIN,Bm,00547
TEST,Bm,00548
TRAIN,Bm,00551
TRAIN,Bm,00552
TRAIN,Bm,00553
TRAIN,Bm,00554
TRAIN,Bm,00557
TRAIN,Bm,00560
TRAIN,Bm,00702
TRAIN,Bm,00703
TRAIN,Bm,00704
TRAIN,Bm,00712
TEST,Bm,00716
TRAIN,Bm,00720
TRAIN,Bm,00724
TEST,Bm,00728
TRAIN,Bm,00732
TEST,Bm,00736
TRAIN,Bm,00740
TRAIN,Bm,00744
TEST,Bm,00748
TRAIN,Bm,00752
TRAIN,Bm,00755
TRAIN,Bm,00758
TRAIN,Bm,00761
TRAIN,Bm,00764
TRAIN,Bm,00767
TRAIN,Bm,00770
TRAIN,Bm,00773
TRAIN,Bm,00914
TEST,Bm,00918
TRAIN,Bm,00922
TEST,Bm,00925
TRAIN,Bm,00928
TRAIN,Bm,00931
TRAIN,Bm,00934
TRAIN,Bm,00937
TRAIN,Bm,00938
TEST,Bm,00941
TEST,Bm,00944
TEST,Bm,00947
TEST,Bm,00948
TRAIN,Bm,00949
TRAIN,Bm,01106
TRAIN,Bm,01107
TEST,Bm,01108
TEST,Bm,01110
TRAIN,Bm,01114
TRAIN,Bm,01118
TRAIN,Bm,01122
TRAIN,Bm,01126
TRAIN,Bm,01130
TRAIN,Bm,01134
TEST,Bm,01137
TEST,Bm,01140
TRAIN,Bm,01143
TEST,Bm,01146
TRAIN,Bm,01152
TRAIN,Bm,01294
TRAIN,Bm,01295
TEST,Bm,01299
TRAIN,Bm,01303
TRAIN,Bm,01307
TRAIN,Bm,01311
TEST,Bm,01315
TRAIN,Bm,01319
TRAIN,Bm,01322
TRAIN,Bm,01331
TRAIN,Bm,01332
TRAIN,Bm,01335
TRAIN,Bm,01338
TRAIN,Bm,01341
TEST,Bm,01344
TRAIN,Bm,01347
TRAIN,Bm,01350
TRAIN,Bm,01353
TRAIN,Bm,01356
TRAIN,Bm,01359
TRAIN,Bm,01362
TEST,Bm,01365
TRAIN,Bm,01482
TRAIN,Bm,01483
TEST,Bm,01484
TRAIN,Bm,01486
TEST,Bm,01487
TRAIN,Bm,01491
TRAIN,Bm,01495
TRAIN,Bm,01499
TRAIN,Bm,01503
TRAIN,Bm,01509
TRAIN,Bm,01512
TEST,Bm,01515
TRAIN,Bm,01518
TRAIN,Bm,01521
TRAIN,Bm,01524
TRAIN,Bm,01527
TRAIN,Bm,01530
TRAIN,Bm,01533
TRAIN,Bm,01536
TRAIN,Bm,01539
TRAIN,Bm,01676
TEST,Bm,01678
TRAIN,Bm,01683
TRAIN,Bm,01687
TRAIN,Bm,01691
TRAIN,Bm,01694
TRAIN,Bm,01698
TEST,Bm,01701
TRAIN,Bm,01704
TEST,Bm,01707
TEST,Bm,01711
TRAIN,Bm,01714
TRAIN,Bm,01717
TRAIN,Bm,01720
TRAIN,Bm,01844
TEST,Bm,01845
TRAIN,Bm,01846
TRAIN,Bm,01848
TRAIN,Bm,01849
TRAIN,Bm,01850
TEST,Bm,01852
TEST,Bm,01853
TRAIN,Bm,01857
TRAIN,Bm,01861
TRAIN,Bm,01865
TRAIN,Bm,01873
TRAIN,Bm,01876
TRAIN,Bm,01879
TRAIN,Bm,01880
TRAIN,Bm,01881
TRAIN,Bm,01884
TRAIN,Bm,01885
TEST,Bm,01886
TRAIN,Bm,01889
TRAIN,Bm,01890
TRAIN,Bm,01893
TEST,Bm,01896
TRAIN,Bm,01897
TEST,Bm,01900
TRAIN,Bm,02038
TRAIN,Bm,02039
TRAIN,Bm,02040
TRAIN,Bm,02041
TRAIN,Bm,02043
TEST,Bm,02044
TRAIN,Bm,02045
TRAIN,Bm,02047
TRAIN,Bm,02048
TRAIN,Bm,02049
TRAIN,Bm,02051
TRAIN,Bm,02052
TRAIN,Bm,02056
TRAIN,Bm,02060
TRAIN,Bm,02064
TRAIN,Bm,02068
TRAIN,Bm,02072
TRAIN,Bm,02075
TRAIN,Bm,02078
TEST,Bm,02081
TRAIN,Bm,02084
TRAIN,Bm,02087
TRAIN,Bm,02090
TRAIN,Bm,02093
TRAIN,Bm,02096
TEST,Bm,02099
TRAIN,Bm,02102
TRAIN,Bm,02105
TRAIN,Bm,02108
TRAIN,Bm,02207
TEST,Bm,02233
TRAIN,Bm,02234
TRAIN,Bm,02235
TRAIN,Bm,02236
TRAIN,Bm,02237
TRAIN,Bm,02239
TEST,Bm,02240
TEST,Bm,02244
TRAIN,Bm,02248
TRAIN,Bm,02252
TRAIN,Bm,02256
TRAIN,Bm,02260
TRAIN,Bm,02264
TEST,Bm,02268
TRAIN,Bm,02272
TRAIN,Bm,02275
TEST,Bm,02278
TRAIN,Bm,02281
TEST,Bm,02284
TRAIN,Bm,02287
TRAIN,Bm,02290
TEST,Bm,02293
TRAIN,Bm,02296
TRAIN,Bm,02299
TRAIN,Bm,02302
TRAIN,Bm,02305
TRAIN,Bm,02431
TRAIN,Bm,02436
TRAIN,Bm,02440
TRAIN,Bm,02444
TEST,Bm,02448
TRAIN,Bm,02452
TRAIN,Bm,02456
TRAIN,Bm,02459
TRAIN,Bm,02462
TRAIN,Bm,02465
TRAIN,Bm,02468
TRAIN,Bm,02471
TRAIN,Bm,02472
TRAIN,Bm,02600
TEST,Bm,02601
TRAIN,Bm,02602
TRAIN,Bm,02604
TEST,Bm,02605
TRAIN,Bm,02606
TEST,Bm,02608
TRAIN,Bm,02609
TEST,Bm,02613
TEST,Bm,02617
TRAIN,Bm,02621
TRAIN,Bm,02625
TEST,Bm,02629
TEST,Bm,02633
TRAIN,Bm,02637
TRAIN,Bm,02640
TRAIN,Bm,02643
TEST,Bm,02646
TRAIN,Bm,02649
TRAIN,Bm,02652
TRAIN,Bm,02655
TRAIN,Bm,02658
TRAIN,Bm,02661
TRAIN,Bm,02664
TRAIN,Bm,02723
TRAIN,Bm,02724
TRAIN,Bm,02725
TEST,Bm,02729
TRAIN,Bm,02733
TEST,Bm,02737
TEST,Bm,02741
TRAIN,Bm,02745
TRAIN,Bm,02749
TRAIN,Bm,02752
TRAIN,Bm,02755
TRAIN,Bm,02758
TRAIN,Bm,02761
TRAIN,Bm,02764
TRAIN,Bm,02767
TRAIN,Bm,02770
TRAIN,Bm,02773
TRAIN,Bm,02776
TRAIN,Bm,02779
TRAIN,Bm,02892
TRAIN,Bm,02893
TRAIN,Bm,02897
TRAIN,Bm,02901
TRAIN,Bm,02905
TRAIN,Bm,02909
TRAIN,Bm,02913
TRAIN,Bm,02916
TEST,Bm,02921
TRAIN,Bm,02922
TRAIN,Bm,02923
TRAIN,Bm,03034
TRAIN,Bm,03035
TEST,Bm,03036
TRAIN,Bm,03038
TRAIN,Bm,03039
TRAIN,Bm,03040
TRAIN,Bm,03042
TEST,Bm,03043
TRAIN,Bm,03050
TRAIN,Bm,03054
TRAIN,Bm,03058
TRAIN,Bm,03062
TRAIN,Bm,03065
TRAIN,Bm,03068
TRAIN,Bm,03071
TEST,Bm,03072
TRAIN,Bm,03075
TRAIN,Bm,03076
TEST,Bm,03079
TRAIN,Bm,03082
TEST,Bm,03179
TRAIN,Bm,03184
TEST,Bm,03189
TRAIN,Bm,03192
TRAIN,Bm,03194
TRAIN,Bm,03197
TRAIN,Bm,03200
TRAIN,Bm,03203
TRAIN,Bm,03205
TRAIN,Bm,03316
TRAIN,Bm,03323
TRAIN,Bm,03327
TRAIN,Bm,03331
TRAIN,Bm,03335
TEST,Bm,03339
TRAIN,Bm,03343
TRAIN,Bm,03344
TRAIN,Bm,03353
TEST,Bm,03442
TRAIN,Bm,03443
TRAIN,Bm,03445
TRAIN,Bm,03446
TEST,Bm,03447
TRAIN,Bm,03448
TEST,Bm,03450
TRAIN,Bm,03451
TRAIN,Bm,03452
TRAIN,Bm,03454
TRAIN,Bm,03455
TEST,Bm,03456
TRAIN,Bm,03458
TRAIN,Bm,03459
TEST,Bm,03467
TRAIN,Bm,03471
TRAIN,Bm,03475
TRAIN,Bm,03479
TEST,Bm,03482
TRAIN,Bm,03485
TRAIN,Bm,03488
TRAIN,Bm,03491
TRAIN,Bm,03492
TRAIN,Bm,03493
TRAIN,Bm,03494
TRAIN,Bm,03497
TRAIN,Bm,03498
TEST,Bm,03501
TRAIN,Bm,03504
TRAIN,Bm,03507
TRAIN,Bm,03573
TRAIN,Bm,03574
TRAIN,Bm,03575
TEST,Bm,03576
TRAIN,Bm,03577
TRAIN,Bm,03578
TRAIN,Bm,03580
TRAIN,Bm,03584
TRAIN,Bm,03588
TRAIN,Bm,03592
TRAIN,Bm,03596
TRAIN,Bm,03600
TRAIN,Bm,03604
TRAIN,Bm,03605
TRAIN,Bm,03609
TRAIN,Bm,03618
TRAIN,Bm,03619
TRAIN,Bm,03622
TRAIN,Bm,03623
TRAIN,Bm,03626
TRAIN,Bm,03627
TEST,Bm,03630
TEST,Bm,03631
TRAIN,Bm,03634
TRAIN,Bm,03635
TRAIN,Bm,03638
TRAIN,Bm,03639
TRAIN,Bm,03642
TRAIN,Bm,03643
TRAIN,Bm,03756
TRAIN,Bm,03757
TRAIN,Bm,03763
TRAIN,Bm,03770
TRAIN,Bm,03774
TRAIN,Bm,03777
TRAIN,Bm,03778
TRAIN,Bm,03779
TRAIN,Bm,03782
TRAIN,Bm,03785
TRAIN,Bm,03788
TRAIN,Bm,03791
TRAIN,Bm,03794
TRAIN,Bm,03797
TRAIN,Bm,03800
TRAIN,Bm,03807
TRAIN,Bm,03902
TEST,Bm,03903
TRAIN,Bm,03904
TRAIN,Bm,03906
TRAIN,Bm,03907
TRAIN,Bm,03908
TRAIN,Bm,03910
TRAIN,Bm,03911
TRAIN,Bm,03912
TRAIN,Bm,03914
TRAIN,Bm,03918
TRAIN,Bm,03922
TRAIN,Bm,03926
TRAIN,Bm,03929
TEST,Bm,03935
TRAIN,Bm,03936
TRAIN,Bm,03939
TEST,Bm,03940
TRAIN,Bm,03943
TRAIN,Bm,03946
TRAIN,Bm,03949
TRAIN,Bm,03952
TRAIN,Bm,03955
TRAIN,Bm,04123
TRAIN,Bm,04124
TRAIN,Bm,04125
TRAIN,Bm,04127
TRAIN,Bm,04128
TRAIN,Bm,04132
TRAIN,Bm,04136
TEST,Bm,04140
TRAIN,Bm,04144
TRAIN,Bm,04148
TRAIN,Bm,04154
TRAIN,Bm,04155
TRAIN,Bm,04158
TRAIN,Bm,04159
TEST,Bm,04162
TRAIN,Bm,04163
TRAIN,Bm,04166
TRAIN,Bm,04249
TEST,Bm,04251
TRAIN,Bm,04252
TRAIN,Bm,04257
TRAIN,Bm,04259
TRAIN,Bm,04263
TRAIN,Bm,04264
TRAIN,Bm,04265
TRAIN,Bm,04269
TRAIN,Bm,04272
TRAIN,Bm,04273
TRAIN,Bm,04277
TRAIN,Bm,04278
TEST,Bm,04279
TRAIN,Bm,04376
TRAIN,Bm,04378
TRAIN,Bm,04379
TEST,Bm,04380
TEST,Bm,04381
TRAIN,Bm,04383
TEST,Bm,04384
TRAIN,Bm,04385
TRAIN,Bm,04387
TEST,Bm,04388
TEST,Bm,04389
TRAIN,Bm,04391
TRAIN,Bm,04392
TRAIN,Bm,04393
TRAIN,Bm,04395
TEST,Bm,04399
TRAIN,Bm,04403
TRAIN,Bm,04407
TRAIN,Bm,04411
TRAIN,Bm,04415
TRAIN,Bm,04419
TRAIN,Bm,04422
TRAIN,Bm,04423
TRAIN,Bm,04426
TEST,Bm,04427
TRAIN,Bm,04430
TEST,Bm,04431
TEST,Bm,04513
TRAIN,Bm,04515
TRAIN,Bm,04516
TRAIN,Bm,04517
TRAIN,Bm,04518
TRAIN,Bm,04520
TRAIN,Bm,04521
TRAIN,Bm,04525
TRAIN,Bm,04529
TRAIN,Bm,04533
TRAIN,Bm,04537
TRAIN,Bm,04541
TRAIN,Bm,04545
TEST,Bm,04548
TRAIN,Bm,04551
TEST,Bm,04552
TRAIN,Bm,04555
TRAIN,Bm,04558
TRAIN,Bm,04561
TRAIN,Bm,04564
TEST,Bm,04667
TRAIN,Bm,04668
TRAIN,Bm,04669
TRAIN,Bm,04671
TRAIN,Bm,04672
TRAIN,Bm,04676
TRAIN,Bm,04680
TRAIN,Bm,04684
TRAIN,Bm,04688
TRAIN,Bm,04692
TEST,Bm,04696
TRAIN,Bm,04700
TRAIN,Bm,04701
TEST,Bm,04702
TRAIN,Bm,04705
TRAIN,Bm,04706
TRAIN,Bm,04707
TEST,Bm,04709
TRAIN,Bm,04711
TEST,Bm,04712
TEST,Bm,04713
TRAIN,Bm,04769
TRAIN,Bm,04770
TEST,Bm,04772
TRAIN,Bm,04773
TRAIN,Bm,04775
TRAIN,Bm,04776
TRAIN,Bm,04777
TRAIN,Bm,04781
TEST,Bm,04785
TRAIN,Bm,04789
TEST,Bm,04793
TRAIN,Bm,04797
TRAIN,Bm,04801
TRAIN,Bm,04805
TEST,Bm,04806
TRAIN,Bm,04809
TEST,Bm,04812
TEST,Bm,04813
TRAIN,Bm,04925
TRAIN,Bm,04926
TRAIN,Bm,04927
TRAIN,Bm,04928
TEST,Bm,04930
TRAIN,Bm,04931
TEST,Bm,04935
TEST,Bm,04939
TRAIN,Bm,04943
TRAIN,Bm,04947
TRAIN,Bm,04951
TRAIN,Bm,04958
TRAIN,Bm,04959
TRAIN,Bm,04960
TEST,Bm,04963
TRAIN,Bm,04968
TRAIN,Bm,05071
TRAIN,Bm,05072
TRAIN,Bm,05073
TRAIN,Bm,05075
TEST,Bm,05076
TRAIN,Bm,05080
TRAIN,Bm,05084
TEST,Bm,05088
TEST,Bm,05092
TRAIN,Bm,05096
TRAIN,Bm,05100
TRAIN,Bm,05104
TRAIN,Bm,05110
TRAIN,Bm,05113
TRAIN,Bm,05116
TEST,Bm,05117
TRAIN,Bm,05201
TRAIN,Bm,05203
TRAIN,Bm,05204
TRAIN,Bm,05208
TRAIN,Bm,05215
TRAIN,Bm,05217
TRAIN,Bm,05220
TRAIN,Bm,05228
TRAIN,Bm,05229
TRAIN,Bm,05319
TRAIN,Bm,05324
TEST,Bm,05325
TRAIN,Bm,05328
TRAIN,Bm,05331
TRAIN,Bm,05332
TRAIN,Bm,05333
TRAIN,Bm,05335
TRAIN,Bm,05338
TRAIN,Bm,05339
TRAIN,Bm,05343
TRAIN,Bm,05347
TRAIN,Bm,05351
TEST,Bm,05355
TRAIN,Bm,05359
TRAIN,Bm,05363
TRAIN,Bm,05366
TEST,Bm,05369
TRAIN,Bm,05370
TRAIN,Bm,05453
TRAIN,Bm,05454
TRAIN,Bm,05455
TRAIN,Bm,05456
TEST,Bm,05457
TEST,Bm,05467
TEST,C,00001
TRAIN,C,00005
TEST,C,00009
TRAIN,C,00013
TEST,C,00017
TRAIN,C,00021
TRAIN,C,00024
TRAIN,C,00027
TRAIN,C,00030
TRAIN,C,00036
TRAIN,C,00042
TRAIN,C,00126
TRAIN,C,00130
TEST,C,00134
TRAIN,C,00138
TRAIN,C,00142
TRAIN,C,00146
TRAIN,C,00149
TRAIN,C,00153
TRAIN,C,00156
TRAIN,C,00162
TRAIN,C,00168
TRAIN,C,00241
TRAIN,C,00245
TRAIN,C,00249
TRAIN,C,00253
TRAIN,C,00257
TRAIN,C,00261
TRAIN,C,00265
TRAIN,C,00269
TRAIN,C,00273
TRAIN,C,00276
TRAIN,C,00280
TEST,C,00283
TEST,C,00286
TRAIN,C,00289
TRAIN,C,00292
TRAIN,C,00295
TRAIN,C,00298
TRAIN,C,00301
TEST,C,00304
TRAIN,C,00311
TRAIN,C,00318
TRAIN,C,00325
TRAIN,C,00332
TEST,C,00472
TRAIN,C,00476
TRAIN,C,00480
TRAIN,C,00484
TRAIN,C,00488
TRAIN,C,00492
TRAIN,C,00496
TRAIN,C,00500
TRAIN,C,00504
TRAIN,C,00507
TRAIN,C,00510
TEST,C,00513
TEST,C,00517
TEST,C,00521
TRAIN,C,00524
TRAIN,C,00528
TRAIN,C,00531
TRAIN,C,00536
TEST,C,00541
TRAIN,C,00546
TRAIN,C,00550
TRAIN,C,00556
TRAIN,C,00559
TRAIN,C,00562
TRAIN,C,00568
TRAIN,C,00574
TEST,C,00580
TRAIN,C,00711
TEST,C,00715
TRAIN,C,00719
TRAIN,C,00723
TRAIN,C,00727
TRAIN,C,00731
TEST,C,00735
TRAIN,C,00739
TRAIN,C,00743
TRAIN,C,00747
TEST,C,00751
TRAIN,C,00754
