tt,class,selection
TRAIN,A,02619
TRAIN,A,02622
TRAIN,A,02623
TEST,A,02626
TRAIN,A,02627
TRAIN,A,02630
TRAIN,A,02631
TRAIN,A,02634
TRAIN,A,02635
TRAIN,A,02638
TRAIN,A,02721
TRAIN,A,02722
TRAIN,A,02726
TRAIN,A,02727
TRAIN,A,02730
TRAIN,A,02731
TRAIN,A,02734
TEST,A,02735
TRAIN,A,02738
TRAIN,A,02739
TRAIN,A,02742
TEST,A,02743
TRAIN,A,02746
TRAIN,A,02747
TRAIN,A,02750
TRAIN,A,02753
TRAIN,A,02756
TRAIN,A,02887
TRAIN,A,02891
TRAIN,A,02894
TRAIN,A,02895
TEST,A,02898
TRAIN,A,02899
TRAIN,A,02902
TRAIN,A,02903
TRAIN,A,02906
TRAIN,A,02907
TRAIN,A,02910
TEST,A,02911
TRAIN,A,02914
TRAIN,A,03033
TRAIN,A,03037
TRAIN,A,03041
TRAIN,A,03044
TRAIN,A,03045
TEST,A,03047
TRAIN,A,03048
TRAIN,A,03051
TRAIN,A,03052
TRAIN,A,03055
TEST,A,03056
TEST,A,03059
TRAIN,A,03060
TRAIN,A,03063
TRAIN,A,03177
TRAIN,A,03313
TRAIN,A,03318
TRAIN,A,03321
TRAIN,A,03324
TRAIN,A,03325
TRAIN,A,03328
TRAIN,A,03329
TRAIN,A,03332
TRAIN,A,03333
TRAIN,A,03336
TRAIN,A,03337
TRAIN,A,03340
TEST,A,03341
TEST,A,03444
TRAIN,A,03449
TRAIN,B,00123
TRAIN,B,00151
TRAIN,B,00267
TRAIN,B,00274
TRAIN,B,00278
TEST,B,00708
TRAIN,B,00910
TEST,B,01679
TRAIN,B,02432
TRAIN,B,03322
TRAIN,Bd,00119
TRAIN,Bd,00120
TRAIN,Bd,00121
TRAIN,Bd,00229
TRAIN,Bd,00232
TRAIN,Bd,00234
TEST,Bd,00242
TRAIN,Bd,00458
TRAIN,Bd,00459
TRAIN,Bd,00460
TRAIN,Bd,00461
TRAIN,Bd,00896
TRAIN,Bd,00897
TRAIN,Bd,00898
TRAIN,Bd,00899
TRAIN,Bd,00901
TRAIN,Bd,00902
TEST,Bd,00903
TEST,Bd,00905
TRAIN,Bd,00906
TEST,Bd,01286
TRAIN,Bd,01287
TRAIN,Bd,01288
TRAIN,Bd,01290
TEST,Bd,01291
TRAIN,Bd,01292
TRAIN,Bd,01669
TRAIN,Bd,01670
TEST,Bd,01671
TRAIN,Bd,01675
TEST,Bd,02422
TRAIN,Bd,02423
TRAIN,Bd,02424
TRAIN,Bd,02425
TRAIN,Bd,02427
TRAIN,Bd,02428
TEST,Bd,02429
TRAIN,Bd,02596
TRAIN,Bd,02597
TRAIN,Bd,02598
TRAIN,Bd,02888
TRAIN,Bd,02889
TEST,Bd,02890
TRAIN,Bd,03314
TEST,Bd,03315
TRAIN,Bd,03319
TRAIN,Bd,03320
TRAIN,Bd,03440
TRAIN,Bd,03441
TRAIN,Bm,00006
TRAIN,Bm,00127
TRAIN,Bm,00135
TRAIN,Bm,00139
TRAIN,Bm,00463
TRAIN,Bm,00464
TRAIN,Bm,00465
TRAIN,Bm,00469
TRAIN,Bm,00477
TRAIN,Bm,00501
TEST,Bm,00508
TRAIN,Bm,00511
TRAIN,Bm,00514
TRAIN,Bm,00518
TEST,Bm,00522
TRAIN,Bm,00525
TRAIN,Bm,00526
TRAIN,Bm,00529
TRAIN,Bm,00532
TRAIN,Bm,00533
TEST,Bm,00534
TRAIN,Bm,00537
TRAIN,Bm,00538
TRAIN,Bm,00539
TEST,Bm,00542
TRAIN,Bm,00543
TRAIN,Bm,00544
TRAIN,Bm,00547
TEST,Bm,00548
TRAIN,Bm,00551
TRAIN,Bm,00552
TEST,Bm,00553
TRAIN,Bm,00554
TRAIN,Bm,00557
TEST,Bm,00560
TRAIN,Bm,00702
TRAIN,Bm,00703
TRAIN,Bm,00704
TRAIN,Bm,00712
TRAIN,Bm,00716
TRAIN,Bm,00720
TRAIN,Bm,00724
TRAIN,Bm,00728
TEST,Bm,00732
TRAIN,Bm,00736
TRAIN,Bm,00740
TRAIN,Bm,00744
TEST,Bm,00748
TRAIN,Bm,00752
TRAIN,Bm,00755
TEST,Bm,00758
TEST,Bm,00761
TRAIN,Bm,00764
TRAIN,Bm,00767
TRAIN,Bm,00770
TRAIN,Bm,00773
TRAIN,Bm,00914
TEST,Bm,00918
TEST,Bm,00922
TRAIN,Bm,00925
TRAIN,Bm,00928
TRAIN,Bm,00931
TRAIN,Bm,00934
TRAIN,Bm,00937
TRAIN,Bm,00938
TRAIN,Bm,00941
TRAIN,Bm,00944
TRAIN,Bm,00947
TRAIN,Bm,00948
TRAIN,Bm,00949
TRAIN,Bm,01106
TRAIN,Bm,01107
TRAIN,Bm,01108
TRAIN,Bm,01110
TRAIN,Bm,01114
TRAIN,Bm,01118
TEST,Bm,01122
TRAIN,Bm,01126
TRAIN,Bm,01130
TRAIN,Bm,01134
TRAIN,Bm,01137
TRAIN,Bm,01140
TEST,Bm,01143
TRAIN,Bm,01146
TRAIN,Bm,01152
TEST,Bm,01294
TRAIN,Bm,01295
TEST,Bm,01299
TRAIN,Bm,01303
TRAIN,Bm,01307
TEST,Bm,01311
TRAIN,Bm,01315
TRAIN,Bm,01319
TRAIN,Bm,01322
TEST,Bm,01331
TRAIN,Bm,01332
TRAIN,Bm,01335
TRAIN,Bm,01338
TRAIN,Bm,01341
TRAIN,Bm,01344
TRAIN,Bm,01347
TRAIN,Bm,01350
TEST,Bm,01353
TRAIN,Bm,01356
TRAIN,Bm,01359
TRAIN,Bm,01362
TRAIN,Bm,01365
TEST,Bm,01482
TRAIN,Bm,01483
TRAIN,Bm,01484
TRAIN,Bm,01486
TRAIN,Bm,01487
TRAIN,Bm,01491
TRAIN,Bm,01495
TRAIN,Bm,01499
TEST,Bm,01503
TRAIN,Bm,01509
TRAIN,Bm,01512
TEST,Bm,01515
TRAIN,Bm,01518
TRAIN,Bm,01521
TEST,Bm,01524
TRAIN,Bm,01527
TRAIN,Bm,01530
TRAIN,Bm,01533
TRAIN,Bm,01536
TRAIN,Bm,01539
TRAIN,Bm,01676
TRAIN,Bm,01678
TRAIN,Bm,01683
TRAIN,Bm,01687
TRAIN,Bm,01691
TRAIN,Bm,01694
TRAIN,Bm,01698
TRAIN,Bm,01701
TRAIN,Bm,01704
TRAIN,Bm,01707
TRAIN,Bm,01711
TRAIN,Bm,01714
TRAIN,Bm,01717
TRAIN,Bm,01720
TEST,Bm,01844
TRAIN,Bm,01845
TRAIN,Bm,01846
TRAIN,Bm,01848
TRAIN,Bm,01849
TRAIN,Bm,01850
TEST,Bm,01852
TEST,Bm,01853
TRAIN,Bm,01857
TRAIN,Bm,01861
TRAIN,Bm,01865
TEST,Bm,01873
TRAIN,Bm,01876
TRAIN,Bm,01879
TRAIN,Bm,01880
TRAIN,Bm,01881
TRAIN,Bm,01884
TRAIN,Bm,01885
TRAIN,Bm,01886
TRAIN,Bm,01889
TRAIN,Bm,01890
TRAIN,Bm,01893
TRAIN,Bm,01896
TEST,Bm,01897
TRAIN,Bm,01900
TRAIN,Bm,02038
TEST,Bm,02039
TRAIN,Bm,02040
TEST,Bm,02041
TEST,Bm,02043
TRAIN,Bm,02044
TEST,Bm,02045
TRAIN,Bm,02047
TRAIN,Bm,02048
TEST,Bm,02049
TRAIN,Bm,02051
TRAIN,Bm,02052
TRAIN,Bm,02056
TRAIN,Bm,02060
TRAIN,Bm,02064
TEST,Bm,02068
TRAIN,Bm,02072
TRAIN,Bm,02075
TRAIN,Bm,02078
TEST,Bm,02081
TRAIN,Bm,02084
TRAIN,Bm,02087
TRAIN,Bm,02090
TEST,Bm,02093
TRAIN,Bm,02096
TRAIN,Bm,02099
TRAIN,Bm,02102
TRAIN,Bm,02105
TEST,Bm,02108
TRAIN,Bm,02207
TRAIN,Bm,02233
TRAIN,Bm,02234
TRAIN,Bm,02235
TRAIN,Bm,02236
TRAIN,Bm,02237
TRAIN,Bm,02239
TRAIN,Bm,02240
TRAIN,Bm,02244
TRAIN,Bm,02248
TRAIN,Bm,02252
TRAIN,Bm,02256
TEST,Bm,02260
TRAIN,Bm,02264
TEST,Bm,02268
TRAIN,Bm,02272
TRAIN,Bm,02275
TRAIN,Bm,02278
TRAIN,Bm,02281
TEST,Bm,02284
TEST,Bm,02287
TEST,Bm,02290
TEST,Bm,02293
TRAIN,Bm,02296
TEST,Bm,02299
TRAIN,Bm,02302
TRAIN,Bm,02305
TRAIN,Bm,02431
TRAIN,Bm,02436
TEST,Bm,02440
TRAIN,Bm,02444
TRAIN,Bm,02448
TRAIN,Bm,02452
TRAIN,Bm,02456
TRAIN,Bm,02459
TRAIN,Bm,02462
TRAIN,Bm,02465
TEST,Bm,02468
TRAIN,Bm,02471
TRAIN,Bm,02472
TEST,Bm,02600
TRAIN,Bm,02601
TRAIN,Bm,02602
TRAIN,Bm,02604
TRAIN,Bm,02605
TRAIN,Bm,02606
TEST,Bm,02608
TEST,Bm,02609
TRAIN,Bm,02613
TRAIN,Bm,02617
TRAIN,Bm,02621
TEST,Bm,02625
TRAIN,Bm,02629
TRAIN,Bm,02633
TRAIN,Bm,02637
TRAIN,Bm,02640
TRAIN,Bm,02643
TRAIN,Bm,02646
TRAIN,Bm,02649
TRAIN,Bm,02652
TRAIN,Bm,02655
TEST,Bm,02658
TEST,Bm,02661
TEST,Bm,02664
TRAIN,Bm,02723
TEST,Bm,02724
TRAIN,Bm,02725
TRAIN,Bm,02729
TEST,Bm,02733
TRAIN,Bm,02737
TRAIN,Bm,02741
TRAIN,Bm,02745
TRAIN,Bm,02749
TRAIN,Bm,02752
TRAIN,Bm,02755
TRAIN,Bm,02758
TRAIN,Bm,02761
TEST,Bm,02764
TRAIN,Bm,02767
TRAIN,Bm,02770
TEST,Bm,02773
TEST,Bm,02776
TRAIN,Bm,02779
TRAIN,Bm,02892
TRAIN,Bm,02893
TRAIN,Bm,02897
TRAIN,Bm,02901
TRAIN,Bm,02905
TRAIN,Bm,02909
TRAIN,Bm,02913
TEST,Bm,02916
TEST,Bm,02921
TRAIN,Bm,02922
TRAIN,Bm,02923
TEST,Bm,03034
TRAIN,Bm,03035
TEST,Bm,03036
TRAIN,Bm,03038
TEST,Bm,03039
TRAIN,Bm,03040
TRAIN,Bm,03042
TRAIN,Bm,03043
TRAIN,Bm,03050
TRAIN,Bm,03054
TRAIN,Bm,03058
TRAIN,Bm,03062
TEST,Bm,03065
TRAIN,Bm,03068
TRAIN,Bm,03071
TRAIN,Bm,03072
TRAIN,Bm,03075
TRAIN,Bm,03076
TRAIN,Bm,03079
TRAIN,Bm,03082
TRAIN,Bm,03179
TRAIN,Bm,03184
TRAIN,Bm,03189
TEST,Bm,03192
TRAIN,Bm,03194
TRAIN,Bm,03197
TRAIN,Bm,03200
TRAIN,Bm,03203
TRAIN,Bm,03205
TRAIN,Bm,03316
TRAIN,Bm,03323
TRAIN,Bm,03327
TRAIN,Bm,03331
TRAIN,Bm,03335
TRAIN,Bm,03339
TRAIN,Bm,03343
TRAIN,Bm,03344
TEST,Bm,03353
TRAIN,Bm,03442
TRAIN,Bm,03443
TRAIN,Bm,03445
TRAIN,Bm,03446
TRAIN,Bm,03447
TRAIN,Bm,03448
TRAIN,Bm,03450
TRAIN,Bm,03451
TRAIN,Bu,00002
TRAIN,Bu,00010
TEST,Bu,00014
TRAIN,Bu,00018
TRAIN,Bu,00022
TEST,Bu,00025
TRAIN,Bu,00028
TRAIN,Bu,00117
TEST,Bu,00131
TRAIN,Bu,00143
TRAIN,Bu,00147
TEST,Bu,00150
TRAIN,Bu,00154
TRAIN,Bu,00238
TEST,Bu,00246
TRAIN,Bu,00250
TRAIN,Bu,00254
TRAIN,Bu,00258
TRAIN,Bu,00262
TRAIN,Bu,00266
TRAIN,Bu,00270
TRAIN,Bu,00271
TRAIN,Bu,00277
TRAIN,Bu,00281
TEST,Bu,00284
TRAIN,Bu,00287
TRAIN,Bu,00290
TRAIN,Bu,00293
TEST,Bu,00296
TRAIN,Bu,00299
TRAIN,Bu,00302
TRAIN,Bu,00473
TRAIN,Bu,00481
TEST,Bu,00485
TRAIN,Bu,00489
TRAIN,Bu,00493
TRAIN,Bu,00497
TRAIN,Bu,00505
TRAIN,Bu,01149
TRAIN,Bu,01325
TRAIN,Bu,01328
TRAIN,Bu,01506
TEST,Bu,01869
TRAIN,C,00001
TEST,C,00005
TEST,C,00009
TRAIN,C,00013
TEST,C,00017
TRAIN,C,00021
TRAIN,C,00024
TRAIN,C,00027
TRAIN,C,00030
TRAIN,C,00036
TRAIN,C,00042
TRAIN,C,00126
TRAIN,C,00130
TRAIN,C,00134
TRAIN,C,00138
TRAIN,C,00142
TRAIN,C,00146
TEST,C,00149
TRAIN,C,00153
TRAIN,C,00156
TRAIN,C,00162
TEST,C,00168
TRAIN,C,00241
TRAIN,C,00245
TRAIN,C,00249
TRAIN,C,00253
TRAIN,C,00257
TEST,C,00261
TRAIN,C,00265
TEST,C,00269
TRAIN,C,00273
TEST,C,00276
TEST,C,00280
TEST,C,00283
TRAIN,C,00286
TRAIN,C,00289
TRAIN,C,00292
TRAIN,C,00295
TRAIN,C,00298
TRAIN,C,00301
TRAIN,C,00304
TRAIN,C,00311
TRAIN,C,00318
TRAIN,C,00325
TRAIN,C,00332
TRAIN,C,00472
TRAIN,C,00476
TEST,C,00480
TRAIN,C,00484
TRAIN,C,00488
TRAIN,C,00492
TRAIN,C,00496
TRAIN,C,00500
TRAIN,C,00504
TRAIN,C,00507
TRAIN,C,00510
TRAIN,C,00513
TRAIN,C,00517
TEST,C,00521
TRAIN,C,00524
TRAIN,C,00528
TRAIN,C,00531
TRAIN,C,00536
TRAIN,C,00541
TRAIN,C,00546
TRAIN,C,00550
TRAIN,C,00556
TRAIN,C,00559
TEST,C,00562
TEST,C,00568
TRAIN,C,00574
TRAIN,C,00580
TRAIN,C,00711
TRAIN,C,00715
TRAIN,C,00719
TRAIN,C,00723
TRAIN,C,00727
TRAIN,C,00731
TRAIN,C,00735
TRAIN,C,00739
TRAIN,C,00743
TRAIN,C,00747
TRAIN,C,00751
TRAIN,C,00754
TRAIN,C,00757
TRAIN,C,00760
TRAIN,C,00763
TEST,C,00766
TRAIN,C,00769
TRAIN,C,00772
TRAIN,C,00775
TEST,C,00780
TRAIN,C,00788
TRAIN,C,00795
TRAIN,C,00802
TRAIN,C,00809
TRAIN,C,00816
TRAIN,C,00913
TRAIN,C,00917
TRAIN,C,00921
TRAIN,C,00924
TRAIN,C,00930
TRAIN,C,00933
TRAIN,C,00936
TEST,C,00940
TRAIN,C,00943
TRAIN,C,00946
TRAIN,C,00951
TRAIN,C,00955
TRAIN,C,00961
TRAIN,C,01113
TRAIN,C,01117
TRAIN,C,01121
TRAIN,C,01125
TRAIN,C,01129
TRAIN,C,01133
TRAIN,C,01136
TEST,C,01139
TRAIN,C,01142
TRAIN,C,01145
TEST,C,01148
TRAIN,C,01151
TRAIN,C,01154
TRAIN,C,01160
TEST,C,01167
TRAIN,C,01173
TEST,C,01179
TEST,C,01185
TRAIN,C,01192
TEST,C,01199
TRAIN,C,01206
TRAIN,C,01298
TRAIN,C,01302
TRAIN,C,01306
TRAIN,C,01310
TEST,C,01314
TRAIN,C,01318
TEST,C,01321
TEST,C,01324
TRAIN,C,01327
TEST,C,01330
TEST,C,01334
TRAIN,C,01337
TRAIN,C,01340
TEST,C,01343
TRAIN,C,01346
TRAIN,C,01349
TEST,C,01352
TEST,C,01355
TRAIN,C,01358
TRAIN,C,01364
TRAIN,C,01367
TRAIN,C,01373
TEST,C,01386
TRAIN,C,01494
TRAIN,C,01498
TRAIN,C,01502
TRAIN,C,01505
TRAIN,C,01508
TRAIN,C,01511
TRAIN,C,01514
TRAIN,C,01517
TRAIN,C,01520
TRAIN,C,01523
TRAIN,C,01526
TRAIN,C,01529
TRAIN,C,01532
TRAIN,C,01535
TEST,C,01538
TRAIN,C,01541
TEST,C,01547
TRAIN,C,01554
TRAIN,C,01561
TEST,C,01682
TEST,C,01686
TRAIN,C,01690
TRAIN,C,01693
TRAIN,C,01697
TRAIN,C,01700
TEST,C,01703
TEST,C,01706
TRAIN,C,01710
TRAIN,C,01713
TRAIN,C,01716
TRAIN,C,01719
TRAIN,C,01722
TRAIN,C,01728
TRAIN,C,01735
TEST,C,01741
TRAIN,C,01748
TRAIN,C,01860
TRAIN,C,01864
TRAIN,C,01868
TRAIN,C,01872
TRAIN,C,01875
TRAIN,C,01878
TRAIN,C,01883
TRAIN,C,01888
TRAIN,C,01892
TRAIN,C,01895
TRAIN,C,01899
TRAIN,C,01902
TRAIN,C,01909
TRAIN,C,01915
TRAIN,C,01921
TRAIN,C,01927
TEST,C,01933
TRAIN,C,02059
TRAIN,C,02063
TRAIN,C,02067
TRAIN,C,02071
TRAIN,C,02074
TRAIN,C,02077
TEST,C,02080
TEST,C,02083
TRAIN,C,02086
TRAIN,C,02089
TRAIN,C,02092
TRAIN,C,02095
TRAIN,C,02098
TRAIN,C,02101
TEST,C,02104
TRAIN,C,02107
TRAIN,C,02110
TRAIN,C,02117
TRAIN,C,02123
TRAIN,C,02129
TRAIN,C,02247
TRAIN,C,02251
TEST,C,02255
TEST,C,02259
TRAIN,C,02263
TEST,C,02267
TRAIN,C,02271
TRAIN,C,02274
TEST,C,02277
TRAIN,C,02280
TEST,C,02283
TRAIN,C,02286
TRAIN,C,02289
TEST,C,02292
TEST,C,02295
TRAIN,C,02298
TEST,C,02301
TRAIN,C,02304
TRAIN,C,02307
TRAIN,C,02313
TEST,C,02319
TRAIN,C,02443
TEST,C,02447
TRAIN,C,02451
TRAIN,C,02455
TEST,C,02458
TRAIN,C,02461
TRAIN,C,02464
TRAIN,C,02467
TRAIN,C,02470
TRAIN,C,02474
TRAIN,C,02480
TRAIN,C,02487
TRAIN,C,02493
TRAIN,C,02616
TRAIN,C,02620
TRAIN,C,02624
TRAIN,C,02628
TRAIN,C,02632
TRAIN,C,02636
TRAIN,C,02639
TRAIN,C,02642
TRAIN,C,02645
TRAIN,C,02648
TRAIN,C,02651
TRAIN,C,02654
TRAIN,C,02657
TRAIN,C,02660
TEST,C,02663
TRAIN,C,02666
TEST,C,02672
TRAIN,C,02679
TRAIN,C,02685
TRAIN,C,02728
TEST,C,02732
TRAIN,C,02736
TRAIN,C,02740
TRAIN,C,02744
TRAIN,C,02748
TRAIN,C,02751
TEST,C,02754
TRAIN,C,02757
TRAIN,C,02760
TRAIN,C,02763
TRAIN,C,02766
TRAIN,C,02769
TEST,C,02772
TRAIN,C,02775
TRAIN,C,02778
TRAIN,C,02781
TEST,C,02786
TRAIN,C,02896
TRAIN,C,02900
TRAIN,C,02904
TRAIN,C,02908
TRAIN,C,02912
TRAIN,C,02915
TRAIN,C,02920
TEST,C,02925
TRAIN,C,02933
TRAIN,C,02939
TRAIN,C,03046
TEST,C,03049
TEST,C,03053
TRAIN,C,03057
TRAIN,C,03061
TRAIN,C,03064
TRAIN,C,03067
TRAIN,C,03070
TEST,C,03074
TRAIN,C,03078
TEST,C,03081
TRAIN,C,03084
TRAIN,C,03092
TRAIN,C,03098
TRAIN,C,03175
TRAIN,C,03186
TRAIN,C,03188
TRAIN,C,03191
TRAIN,C,03196
TEST,C,03199
TRAIN,C,03202
TRAIN,C,03204
TRAIN,C,03207
TRAIN,C,03213
TRAIN,C,03220
TRAIN,C,03227
TRAIN,C,03234
TRAIN,C,03326
TRAIN,C,03330
TRAIN,C,03334
TEST,C,03338
TEST,C,03342
TRAIN,C,03346
TRAIN,C,03348
TRAIN,C,03350
TRAIN,C,03355
TEST,C,03369
TRAIN,D,00023
TRAIN,D,00026
TRAIN,D,00029
TRAIN,D,00148
TRAIN,D,00152
TRAIN,D,00155
TRAIN,D,00268
TRAIN,D,00272
TRAIN,D,00275
TRAIN,D,00279
TEST,D,00282
TEST,D,00285
TRAIN,D,00288
TRAIN,D,00291
TRAIN,D,00294
TRAIN,D,00297
TEST,D,00300
TRAIN,D,00303
TRAIN,D,00527
TRAIN,D,00530
TEST,D,00535
TEST,D,00540
TRAIN,D,00545
TRAIN,D,00549
TEST,D,00555
TRAIN,D,00558
TRAIN,D,00561
TRAIN,D,00762
TEST,D,00765
TRAIN,D,00768
TEST,D,00771
TRAIN,D,00774
TRAIN,D,00923
TRAIN,D,00926
TRAIN,D,00929
TRAIN,D,00932
TRAIN,D,00935
TRAIN,D,00939
TRAIN,D,00942
TRAIN,D,00945
TRAIN,D,01141
TRAIN,D,01144
TRAIN,D,01147
TRAIN,D,01150
TRAIN,D,01153
TRAIN,D,01323
TEST,D,01326
TRAIN,D,01329
TEST,D,01333
TRAIN,D,01336
TRAIN,D,01360
TRAIN,D,01363
TRAIN,D,01366
TEST,D,01513
TRAIN,D,01516
TRAIN,D,01519
TRAIN,D,01522
TRAIN,D,01525
TRAIN,D,01528
TRAIN,D,01531
TRAIN,D,01534
TRAIN,D,01537
TRAIN,D,01540
TRAIN,D,01718
TRAIN,D,01721
TRAIN,D,01877
TEST,D,01882
TRAIN,D,01887
TEST,D,01891
TRAIN,D,01894
TRAIN,D,01898
TRAIN,D,01901
TRAIN,D,02079
TRAIN,D,02082
TRAIN,D,02085
TRAIN,D,02088
TRAIN,D,02091
TEST,D,02094
TRAIN,D,02097
TRAIN,D,02100
TRAIN,D,02103
TEST,D,02106
TRAIN,D,02109
TRAIN,D,02279
TRAIN,D,02282
TEST,D,02285
TRAIN,D,02288
TRAIN,D,02291
TRAIN,D,02294
TEST,D,02297
TRAIN,D,02300
TEST,D,02303
TRAIN,D,02306
TRAIN,D,02460
TRAIN,D,02463
TRAIN,D,02473
TRAIN,D,02641
TRAIN,D,02644
TEST,D,02647
TRAIN,D,02759
TRAIN,D,02762
TRAIN,D,02765
TRAIN,D,02768
TRAIN,D,02771
TEST,D,02774
TRAIN,D,02777
TEST,D,02780
TRAIN,D,02917
TRAIN,D,02919
TRAIN,D,02924
TRAIN,D,02926
TRAIN,D,03066
TEST,D,03069
TRAIN,D,03073
TRAIN,D,03345
TRAIN,D,03347
TEST,D,03349
TEST,D,03351
TEST,E,00031
TRAIN,E,00032
TRAIN,E,00033
TRAIN,E,00034
TEST,E,00037
TRAIN,E,00038
TRAIN,E,00039
TRAIN,E,00040
TRAIN,E,00043
TRAIN,E,00044
TRAIN,E,00045
TRAIN,E,00046
TRAIN,E,00157
TRAIN,E,00158
TRAIN,E,00159
TRAIN,E,00160
TRAIN,E,00163
TEST,E,00164
TRAIN,E,00165
TRAIN,E,00166
