tt,class,selection
TRAIN,Bm,02773
TEST,Bm,02776
TRAIN,Bm,02779
TRAIN,Bm,02892
TEST,Bm,02893
TRAIN,Bm,02897
TRAIN,Bm,02901
TRAIN,Bm,02905
TRAIN,Bm,02909
TRAIN,Bm,02913
TEST,Bm,02916
TRAIN,Bm,02921
TRAIN,Bm,02922
TRAIN,Bm,02923
TEST,Bm,03034
TRAIN,Bm,03035
TEST,Bm,03036
TEST,Bm,03038
TRAIN,Bm,03039
TRAIN,Bm,03040
TRAIN,Bm,03042
TEST,Bm,03043
TRAIN,Bm,03050
TRAIN,Bm,03054
TRAIN,Bm,03058
TEST,Bm,03062
TRAIN,Bm,03065
TRAIN,Bm,03068
TRAIN,Bm,03071
TRAIN,Bm,03072
TRAIN,Bm,03075
TRAIN,Bm,03076
TRAIN,Bm,03079
TEST,Bm,03082
TRAIN,Bm,03179
TRAIN,Bm,03184
TRAIN,Bm,03189
TRAIN,Bm,03192
TRAIN,Bm,03194
TRAIN,Bm,03197
TEST,Bm,03200
TEST,Bm,03203
TRAIN,Bm,03205
TRAIN,Bm,03316
TRAIN,Bm,03323
TRAIN,Bm,03327
TRAIN,Bm,03331
TRAIN,Bm,03335
TRAIN,Bm,03339
TRAIN,Bm,03343
TRAIN,Bm,03344
TEST,Bm,03353
TRAIN,Bm,03442
TRAIN,Bm,03443
TRAIN,Bm,03445
TRAIN,Bm,03446
TRAIN,Bm,03447
TEST,Bm,03448
TRAIN,Bm,03450
TRAIN,Bm,03451
TRAIN,Bm,03452
TRAIN,Bm,03454
TRAIN,Bm,03455
TRAIN,Bm,03456
TRAIN,Bm,03458
TEST,Bm,03459
TEST,Bm,03467
TRAIN,Bm,03471
TRAIN,Bm,03475
TRAIN,Bm,03479
TRAIN,Bm,03482
TRAIN,Bm,03485
TRAIN,Bm,03488
TEST,Bm,03491
TRAIN,Bm,03492
TRAIN,Bm,03493
TRAIN,Bm,03494
TRAIN,Bm,03497
TEST,Bm,03498
TRAIN,Bm,03501
TRAIN,Bm,03504
TRAIN,Bm,03507
TEST,Bm,03573
TRAIN,Bm,03574
TRAIN,Bm,03575
TRAIN,Bm,03576
TRAIN,Bm,03577
TRAIN,Bm,03578
TRAIN,Bm,03580
TRAIN,Bm,03584
TRAIN,Bm,03588
TEST,Bm,03592
TRAIN,Bm,03596
TRAIN,Bm,03600
TRAIN,Bm,03604
TEST,Bm,03605
TEST,Bm,03609
TRAIN,Bm,03618
TRAIN,Bm,03619
TRAIN,Bm,03622
TRAIN,Bm,03623
TRAIN,Bm,03626
TRAIN,Bm,03627
TRAIN,Bm,03630
TEST,Bm,03631
TRAIN,Bm,03634
TEST,Bm,03635
TEST,Bm,03638
TRAIN,Bm,03639
TEST,Bm,03642
TRAIN,Bm,03643
TEST,Bm,03756
TRAIN,Bm,03757
TRAIN,Bm,03763
TRAIN,Bm,03770
TRAIN,Bm,03774
TRAIN,Bm,03777
TRAIN,Bm,03778
TRAIN,Bm,03779
TRAIN,Bm,03782
TRAIN,Bm,03785
TRAIN,Bm,03788
TRAIN,Bm,03791
TRAIN,Bm,03794
TRAIN,Bm,03797
TRAIN,Bm,03800
TRAIN,Bm,03807
TRAIN,Bm,03902
TRAIN,Bm,03903
TRAIN,Bm,03904
TEST,Bm,03906
TRAIN,Bm,03907
TRAIN,Bm,03908
TRAIN,Bm,03910
TEST,Bm,03911
TRAIN,Bm,03912
TRAIN,Bm,03914
TRAIN,Bm,03918
TRAIN,Bm,03922
TRAIN,Bm,03926
TRAIN,Bm,03929
TRAIN,Bm,03935
TRAIN,Bm,03936
TEST,Bm,03939
TEST,Bm,03940
TRAIN,Bm,03943
TRAIN,Bm,03946
TRAIN,Bm,03949
TRAIN,Bm,03952
TEST,Bm,03955
TRAIN,Bm,04123
TRAIN,Bm,04124
TRAIN,Bm,04125
TRAIN,Bm,04127
TRAIN,Bm,04128
TRAIN,Bm,04132
TEST,Bm,04136
TRAIN,Bm,04140
TRAIN,Bm,04144
TEST,Bm,04148
TRAIN,Bm,04154
TRAIN,Bm,04155
TEST,Bm,04158
TRAIN,Bm,04159
TRAIN,Bm,04162
TRAIN,Bm,04163
TRAIN,Bm,04166
TRAIN,Bm,04249
TRAIN,Bm,04251
TEST,Bm,04252
TRAIN,Bm,04257
TRAIN,Bm,04259
TRAIN,Bm,04263
TEST,Bm,04264
TRAIN,Bm,04265
TRAIN,Bm,04269
TRAIN,Bm,04272
TRAIN,Bm,04273
TRAIN,Bm,04277
TRAIN,Bm,04278
TRAIN,Bm,04279
TRAIN,Bm,04376
TRAIN,Bm,04378
TRAIN,Bm,04379
TRAIN,Bm,04380
TRAIN,Bm,04381
TRAIN,Bm,04383
TRAIN,Bm,04384
TRAIN,Bm,04385
TRAIN,Bm,04387
TRAIN,Bm,04388
TRAIN,Bm,04389
TEST,Bm,04391
TRAIN,Bm,04392
TRAIN,Bm,04393
TRAIN,Bm,04395
TEST,Bm,04399
TRAIN,Bm,04403
TRAIN,Bm,04407
TRAIN,Bm,04411
TEST,Bm,04415
TRAIN,Bm,04419
TRAIN,Bm,04422
TRAIN,Bm,04423
TEST,Bm,04426
TRAIN,Bm,04427
TRAIN,Bm,04430
TRAIN,Bm,04431
TRAIN,Bm,04513
TRAIN,Bm,04515
TRAIN,Bm,04516
TRAIN,Bm,04517
TEST,Bm,04518
TRAIN,Bm,04520
TRAIN,Bm,04521
TRAIN,Bm,04525
TRAIN,Bm,04529
TRAIN,Bm,04533
TRAIN,Bm,04537
TEST,Bm,04541
TRAIN,Bm,04545
TRAIN,Bm,04548
TRAIN,Bm,04551
TRAIN,Bm,04552
TRAIN,Bm,04555
TRAIN,Bm,04558
TRAIN,Bm,04561
TRAIN,Bm,04564
TEST,Bm,04667
TRAIN,Bm,04668
TRAIN,Bm,04669
TRAIN,Bm,04671
TRAIN,Bm,04672
TEST,Bm,04676
TRAIN,Bm,04680
TRAIN,Bm,04684
TRAIN,Bm,04688
TRAIN,Bm,04692
TRAIN,Bm,04696
TRAIN,Bm,04700
TRAIN,Bm,04701
TRAIN,Bm,04702
TEST,Bm,04705
TEST,Bm,04706
TRAIN,Bm,04707
TRAIN,Bm,04709
TRAIN,Bm,04711
TRAIN,Bm,04712
TRAIN,Bm,04713
TRAIN,Bm,04769
TEST,Bm,04770
TRAIN,Bm,04772
TRAIN,Bm,04773
TRAIN,Bm,04775
TEST,Bm,04776
TRAIN,Bm,04777
TRAIN,Bm,04781
TRAIN,Bm,04785
TRAIN,Bm,04789
TRAIN,Bm,04793
TEST,Bm,04797
TRAIN,Bm,04801
TEST,Bm,04805
TRAIN,Bm,04806
TRAIN,Bm,04809
TRAIN,Bm,04812
TRAIN,Bm,04813
TRAIN,Bm,04925
TEST,Bm,04926
TRAIN,Bm,04927
TRAIN,Bm,04928
TRAIN,Bm,04930
TRAIN,Bm,04931
TRAIN,Bm,04935
TRAIN,Bm,04939
TRAIN,Bm,04943
TRAIN,Bm,04947
TEST,Bm,04951
TRAIN,Bm,04958
TRAIN,Bm,04959
TRAIN,Bm,04960
TRAIN,Bm,04963
TRAIN,Bm,04968
TRAIN,Bm,05071
TRAIN,Bm,05072
TRAIN,Bm,05073
TRAIN,Bm,05075
TRAIN,Bm,05076
TRAIN,Bm,05080
TRAIN,Bm,05084
TRAIN,Bm,05088
TRAIN,Bm,05092
TRAIN,Bm,05096
TEST,Bm,05100
TRAIN,Bm,05104
TRAIN,Bm,05110
TRAIN,Bm,05113
TEST,Bm,05116
TRAIN,Bm,05117
TEST,Bm,05201
TEST,Bm,05203
TRAIN,Bm,05204
TEST,Bm,05208
TRAIN,Bm,05215
TRAIN,Bm,05217
TRAIN,Bm,05220
TRAIN,Bm,05228
TRAIN,Bm,05229
TRAIN,Bm,05319
TEST,Bm,05324
TRAIN,Bm,05325
TRAIN,Bm,05328
TEST,Bm,05331
TEST,Bm,05332
TRAIN,Bm,05333
TEST,Bm,05335
TRAIN,Bm,05338
TRAIN,Bm,05339
TRAIN,Bm,05343
TEST,Bm,05347
TRAIN,Bm,05351
TRAIN,Bm,05355
TRAIN,Bm,05359
TRAIN,Bm,05363
TRAIN,Bm,05366
TEST,Bm,05369
TEST,Bm,05370
TRAIN,Bm,05453
TRAIN,Bm,05454
TRAIN,Bm,05455
TRAIN,Bm,05456
TRAIN,Bm,05457
TRAIN,Bm,05467
TRAIN,C,00001
TRAIN,C,00005
TRAIN,C,00009
TRAIN,C,00013
TRAIN,C,00017
TEST,C,00021
TRAIN,C,00024
TRAIN,C,00027
TRAIN,C,00030
TRAIN,C,00036
TRAIN,C,00042
TRAIN,C,00126
TRAIN,C,00130
TRAIN,C,00134
TRAIN,C,00138
TRAIN,C,00142
TRAIN,C,00146
TEST,C,00149
TEST,C,00153
TRAIN,C,00156
TRAIN,C,00162
TRAIN,C,00168
TRAIN,C,00241
TRAIN,C,00245
TRAIN,C,00249
TRAIN,C,00253
TRAIN,C,00257
TRAIN,C,00261
TRAIN,C,00265
TRAIN,C,00269
TRAIN,C,00273
TEST,C,00276
TRAIN,C,00280
TRAIN,C,00283
TEST,C,00286
TEST,C,00289
TRAIN,C,00292
TRAIN,C,00295
TRAIN,C,00298
TRAIN,C,00301
TRAIN,C,00304
TRAIN,C,00311
TRAIN,C,00318
TRAIN,C,00325
TEST,C,00332
TRAIN,C,00472
TRAIN,C,00476
TRAIN,C,00480
TRAIN,C,00484
TEST,C,00488
TEST,C,00492
TRAIN,C,00496
TEST,C,00500
TEST,C,00504
TRAIN,C,00507
TRAIN,C,00510
TRAIN,C,00513
TEST,C,00517
TRAIN,C,00521
TRAIN,C,00524
TRAIN,C,00528
TEST,C,00531
TRAIN,C,00536
TRAIN,C,00541
TRAIN,C,00546
TRAIN,C,00550
TRAIN,C,00556
TRAIN,C,00559
TRAIN,C,00562
TEST,C,00568
TRAIN,C,00574
TRAIN,C,00580
TEST,C,00711
TRAIN,C,00715
TRAIN,C,00719
TRAIN,C,00723
TRAIN,C,00727
TRAIN,C,00731
TRAIN,C,00735
TRAIN,C,00739
TRAIN,C,00743
TRAIN,C,00747
TRAIN,C,00751
TRAIN,C,00754
