tt,class,selection
TRAIN,Bm,00532
TRAIN,Bm,00533
TRAIN,Bm,00534
TRAIN,Bm,00537
TRAIN,Bm,00538
TRAIN,Bm,00539
TRAIN,Bm,00542
TRAIN,Bm,00543
TRAIN,Bm,00544
TRAIN,Bm,00547
TRAIN,Bm,00548
TEST,Bm,00551
TRAIN,Bm,00552
TRAIN,Bm,00553
TEST,Bm,00554
TRAIN,Bm,00557
TRAIN,Bm,00560
TRAIN,Bm,00702
TEST,Bm,00703
TEST,Bm,00704
TRAIN,Bm,00712
TRAIN,Bm,00716
TRAIN,Bm,00720
TRAIN,Bm,00724
TRAIN,Bm,00728
TEST,Bm,00732
TRAIN,Bm,00736
TRAIN,Bm,00740
TRAIN,Bm,00744
TRAIN,Bm,00748
TRAIN,Bm,00752
TRAIN,Bm,00755
TEST,Bm,00758
TEST,Bm,00761
TEST,Bm,00764
TRAIN,Bm,00767
TRAIN,Bm,00770
TRAIN,Bm,00773
TRAIN,Bm,00914
TRAIN,Bm,00918
TRAIN,Bm,00922
TRAIN,Bm,00925
TEST,Bm,00928
TRAIN,Bm,00931
TRAIN,Bm,00934
TRAIN,Bm,00937
TEST,Bm,00938
TRAIN,Bm,00941
TRAIN,Bm,00944
TRAIN,Bm,00947
TRAIN,Bm,00948
TRAIN,Bm,00949
TRAIN,Bm,01106
TRAIN,Bm,01107
TRAIN,Bm,01108
TRAIN,Bm,01110
TEST,Bm,01114
TRAIN,Bm,01118
TRAIN,Bm,01122
TRAIN,Bm,01126
TRAIN,Bm,01130
TRAIN,Bm,01134
TRAIN,Bm,01137
TRAIN,Bm,01140
TEST,Bm,01143
TRAIN,Bm,01146
TRAIN,Bm,01152
TRAIN,Bm,01294
TRAIN,Bm,01295
TRAIN,Bm,01299
TRAIN,Bm,01303
TRAIN,Bm,01307
TRAIN,Bm,01311
TRAIN,Bm,01315
TRAIN,Bm,01319
TRAIN,Bm,01322
TRAIN,Bm,01331
TRAIN,Bm,01332
TRAIN,Bm,01335
TRAIN,Bm,01338
TRAIN,Bm,01341
TRAIN,Bm,01344
TEST,Bm,01347
TEST,Bm,01350
TRAIN,Bm,01353
TRAIN,Bm,01356
TRAIN,Bm,01359
TRAIN,Bm,01362
TRAIN,Bm,01365
TRAIN,Bm,01482
TEST,Bm,01483
TRAIN,Bm,01484
TEST,Bm,01486
TRAIN,Bm,01487
TRAIN,Bm,01491
TEST,Bm,01495
TRAIN,Bm,01499
TRAIN,Bm,01503
TRAIN,Bm,01509
TRAIN,Bm,01512
TRAIN,Bm,01515
TEST,Bm,01518
TRAIN,Bm,01521
TRAIN,Bm,01524
TRAIN,Bm,01527
TRAIN,Bm,01530
TRAIN,Bm,01533
TRAIN,Bm,01536
TRAIN,Bm,01539
TRAIN,Bm,01676
TEST,Bm,01678
TRAIN,Bm,01683
TRAIN,Bm,01687
TEST,Bm,01691
TEST,Bm,01694
TEST,Bm,01698
TRAIN,Bm,01701
TRAIN,Bm,01704
TRAIN,Bm,01707
TRAIN,Bm,01711
TRAIN,Bm,01714
TRAIN,Bm,01717
TRAIN,Bm,01720
TEST,Bm,01844
TRAIN,Bm,01845
TRAIN,Bm,01846
TRAIN,Bm,01848
TRAIN,Bm,01849
TEST,Bm,01850
TRAIN,Bm,01852
TEST,Bm,01853
TRAIN,Bm,01857
TRAIN,Bm,01861
TRAIN,Bm,01865
TRAIN,Bm,01873
TRAIN,Bm,01876
TEST,Bm,01879
TRAIN,Bm,01880
TRAIN,Bm,01881
TEST,Bm,01884
TRAIN,Bm,01885
TRAIN,Bm,01886
TRAIN,Bm,01889
TRAIN,Bm,01890
TRAIN,Bm,01893
TEST,Bm,01896
TRAIN,Bm,01897
TRAIN,Bm,01900
TRAIN,Bu,00002
TRAIN,Bu,00010
TRAIN,Bu,00014
TRAIN,Bu,00018
TRAIN,Bu,00022
TRAIN,Bu,00025
TRAIN,Bu,00028
TRAIN,Bu,00117
TRAIN,Bu,00131
TRAIN,Bu,00143
TEST,Bu,00147
TEST,Bu,00150
TRAIN,Bu,00154
TRAIN,Bu,00238
TRAIN,Bu,00246
TEST,Bu,00250
TRAIN,Bu,00254
TRAIN,Bu,00258
TRAIN,Bu,00262
TEST,Bu,00266
TEST,Bu,00270
TRAIN,Bu,00271
TRAIN,Bu,00277
TRAIN,Bu,00281
TRAIN,Bu,00284
TRAIN,Bu,00287
TRAIN,Bu,00290
TRAIN,Bu,00293
TRAIN,Bu,00296
TRAIN,Bu,00299
TRAIN,Bu,00302
TEST,Bu,00473
TRAIN,Bu,00481
TRAIN,Bu,00485
TEST,Bu,00489
TRAIN,Bu,00493
TRAIN,Bu,00497
TRAIN,Bu,00505
TRAIN,Bu,01149
TRAIN,Bu,01325
TRAIN,Bu,01328
TEST,Bu,01506
TEST,Bu,01869
TRAIN,C,00001
TRAIN,C,00005
TRAIN,C,00009
TRAIN,C,00013
TRAIN,C,00017
TRAIN,C,00021
TRAIN,C,00024
TRAIN,C,00027
TEST,C,00030
TRAIN,C,00036
TRAIN,C,00042
TRAIN,C,00126
TRAIN,C,00130
TEST,C,00134
TRAIN,C,00138
TEST,C,00142
TRAIN,C,00146
TRAIN,C,00149
TEST,C,00153
TRAIN,C,00156
TRAIN,C,00162
TRAIN,C,00168
TRAIN,C,00241
TRAIN,C,00245
TRAIN,C,00249
TRAIN,C,00253
TEST,C,00257
TRAIN,C,00261
TRAIN,C,00265
TRAIN,C,00269
TRAIN,C,00273
TRAIN,C,00276
TRAIN,C,00280
TRAIN,C,00283
TEST,C,00286
TRAIN,C,00289
TRAIN,C,00292
TEST,C,00295
TEST,C,00298
TRAIN,C,00301
TRAIN,C,00304
TEST,C,00311
TRAIN,C,00318
TRAIN,C,00325
TRAIN,C,00332
TRAIN,C,00472
TEST,C,00476
TRAIN,C,00480
TRAIN,C,00484
TRAIN,C,00488
TEST,C,00492
TRAIN,C,00496
TRAIN,C,00500
TEST,C,00504
TEST,C,00507
TRAIN,C,00510
TRAIN,C,00513
TEST,C,00517
TEST,C,00521
TRAIN,C,00524
TRAIN,C,00528
TRAIN,C,00531
TEST,C,00536
TEST,C,00541
TRAIN,C,00546
TRAIN,C,00550
TRAIN,C,00556
TRAIN,C,00559
TRAIN,C,00562
TRAIN,C,00568
TRAIN,C,00574
TRAIN,C,00580
TEST,C,00711
TEST,C,00715
TRAIN,C,00719
TRAIN,C,00723
TRAIN,C,00727
TRAIN,C,00731
TEST,C,00735
TRAIN,C,00739
TEST,C,00743
TRAIN,C,00747
TRAIN,C,00751
TRAIN,C,00754
TEST,C,00757
TEST,C,00760
TEST,C,00763
TRAIN,C,00766
TRAIN,C,00769
TRAIN,C,00772
TRAIN,C,00775
TEST,C,00780
TRAIN,C,00788
TRAIN,C,00795
TRAIN,C,00802
TRAIN,C,00809
TRAIN,C,00816
TEST,C,00913
TRAIN,C,00917
TRAIN,C,00921
TRAIN,C,00924
TRAIN,C,00930
TRAIN,C,00933
TRAIN,C,00936
TEST,C,00940
TRAIN,C,00943
TEST,C,00946
TEST,C,00951
TRAIN,C,00955
TRAIN,C,00961
TRAIN,C,01113
TRAIN,C,01117
TRAIN,C,01121
TRAIN,C,01125
TRAIN,C,01129
TRAIN,C,01133
TRAIN,C,01136
TEST,C,01139
TRAIN,C,01142
TRAIN,C,01145
TRAIN,C,01148
TRAIN,C,01151
TRAIN,C,01154
TEST,C,01160
TRAIN,C,01167
TRAIN,C,01173
TRAIN,C,01179
TRAIN,C,01185
TRAIN,C,01192
TRAIN,C,01199
TRAIN,C,01206
TRAIN,C,01298
TRAIN,C,01302
TEST,C,01306
TEST,C,01310
TRAIN,C,01314
TRAIN,C,01318
TEST,C,01321
TRAIN,C,01324
TRAIN,C,01327
TRAIN,C,01330
TRAIN,C,01334
TRAIN,C,01337
TRAIN,C,01340
TRAIN,C,01343
TRAIN,C,01346
TRAIN,C,01349
TRAIN,C,01352
TRAIN,C,01355
TRAIN,C,01358
TRAIN,C,01364
TRAIN,C,01367
TEST,C,01373
TRAIN,C,01386
TRAIN,C,01494
TRAIN,C,01498
TRAIN,C,01502
TRAIN,C,01505
TRAIN,C,01508
TRAIN,C,01511
TRAIN,C,01514
TRAIN,C,01517
TEST,C,01520
TRAIN,C,01523
TRAIN,C,01526
TRAIN,C,01529
TRAIN,C,01532
TRAIN,C,01535
TRAIN,C,01538
TRAIN,C,01541
TRAIN,C,01547
TRAIN,C,01554
TRAIN,C,01561
TRAIN,C,01682
TRAIN,C,01686
TEST,C,01690
TEST,C,01693
TRAIN,C,01697
TRAIN,C,01700
TEST,C,01703
TRAIN,C,01706
TRAIN,C,01710
TEST,C,01713
TRAIN,C,01716
TRAIN,C,01719
TRAIN,C,01722
TRAIN,C,01728
TRAIN,C,01735
TRAIN,C,01741
TRAIN,C,01748
TRAIN,C,01860
TRAIN,C,01864
TRAIN,C,01868
TRAIN,C,01872
TEST,C,01875
TRAIN,C,01878
TRAIN,C,01883
TRAIN,C,01888
TEST,C,01892
TRAIN,C,01895
TRAIN,C,01899
TRAIN,C,01902
TRAIN,C,01909
TRAIN,C,01915
TRAIN,C,01921
TRAIN,C,01927
TRAIN,C,01933
TRAIN,D,00023
TRAIN,D,00026
TRAIN,D,00029
TRAIN,D,00148
TEST,D,00152
TRAIN,D,00155
TRAIN,D,00268
TRAIN,D,00272
TEST,D,00275
TRAIN,D,00279
TEST,D,00282
TRAIN,D,00285
TRAIN,D,00288
TRAIN,D,00291
TEST,D,00294
TRAIN,D,00297
TRAIN,D,00300
TRAIN,D,00303
TRAIN,D,00527
TRAIN,D,00530
TRAIN,D,00535
TRAIN,D,00540
TRAIN,D,00545
TRAIN,D,00549
TEST,D,00555
TRAIN,D,00558
TRAIN,D,00561
TRAIN,D,00762
TRAIN,D,00765
TRAIN,D,00768
TRAIN,D,00771
TRAIN,D,00774
TRAIN,D,00923
TRAIN,D,00926
TRAIN,D,00929
TRAIN,D,00932
TEST,D,00935
TRAIN,D,00939
TRAIN,D,00942
TRAIN,D,00945
TEST,D,01141
TEST,D,01144
TRAIN,D,01147
TEST,D,01150
TRAIN,D,01153
TRAIN,D,01323
TEST,D,01326
TRAIN,D,01329
TRAIN,D,01333
TEST,D,01336
TEST,D,01360
TEST,D,01363
TRAIN,D,01366
TRAIN,D,01513
TRAIN,D,01516
TEST,D,01519
TRAIN,D,01522
TRAIN,D,01525
TRAIN,D,01528
TRAIN,D,01531
TRAIN,D,01534
TRAIN,D,01537
TRAIN,D,01540
TRAIN,D,01718
TEST,D,01721
TRAIN,D,01877
TRAIN,D,01882
TRAIN,D,01887
TRAIN,D,01891
TRAIN,D,01894
TRAIN,D,01898
TRAIN,D,01901
TRAIN,E,00031
TEST,E,00032
TEST,E,00033
TRAIN,E,00034
TRAIN,E,00037
TRAIN,E,00038
TRAIN,E,00039
TRAIN,E,00040
TRAIN,E,00043
TRAIN,E,00044
TRAIN,E,00045
TEST,E,00046
TRAIN,E,00157
TRAIN,E,00158
TRAIN,E,00159
TRAIN,E,00160
TRAIN,E,00163
TRAIN,E,00164
TRAIN,E,00165
TRAIN,E,00166
TRAIN,E,00169
TRAIN,E,00170
TRAIN,E,00171
TRAIN,E,00305
TRAIN,E,00306
TRAIN,E,00307
TRAIN,E,00308
TEST,E,00309
TEST,E,00312
TRAIN,E,00313
TRAIN,E,00314
TEST,E,00315
TRAIN,E,00316
TRAIN,E,00319
TRAIN,E,00320
TRAIN,E,00321
TRAIN,E,00322
TRAIN,E,00323
TEST,E,00326
TRAIN,E,00327
TRAIN,E,00328
TRAIN,E,00329
TRAIN,E,00330
TEST,E,00333
TRAIN,E,00334
TEST,E,00335
TRAIN,E,00336
TEST,E,00563
TRAIN,E,00564
TRAIN,E,00565
TRAIN,E,00566
TRAIN,E,00569
TRAIN,E,00570
TRAIN,E,00571
TRAIN,E,00572
TEST,E,00575
TEST,E,00576
TRAIN,E,00577
TRAIN,E,00578
TRAIN,E,00581
TEST,E,00582
TRAIN,E,00583
TRAIN,E,00776
TRAIN,E,00777
TRAIN,E,00778
TRAIN,E,00781
TRAIN,E,00782
TRAIN,E,00783
TEST,E,00784
TRAIN,E,00785
TRAIN,E,00786
TRAIN,E,00789
TRAIN,E,00790
TRAIN,E,00791
TEST,E,00792
TRAIN,E,00793
TRAIN,E,00796
TRAIN,E,00797
TRAIN,E,00798
TEST,E,00799
TRAIN,E,00800
TRAIN,E,00803
TRAIN,E,00804
TEST,E,00805
TRAIN,E,00806
TRAIN,E,00807
TRAIN,E,00810
TRAIN,E,00811
TRAIN,E,00812
TRAIN,E,00813
TRAIN,E,00814
TEST,E,00817
TEST,E,00818
TEST,E,00819
TRAIN,E,00820
TRAIN,E,00821
TRAIN,E,00824
TRAIN,E,00825
TRAIN,E,00826
TRAIN,E,00827
TRAIN,E,00828
TEST,E,00830
TRAIN,E,00831
TRAIN,E,00832
TRAIN,E,00833
TRAIN,E,00956
TEST,E,00957
TEST,E,00958
TRAIN,E,00959
TEST,E,00962
TRAIN,E,00963
TEST,E,00964
TRAIN,E,00965
TRAIN,E,00967
TEST,E,00968
TRAIN,E,00969
TRAIN,E,00970
TRAIN,E,00971
TRAIN,E,00974
TEST,E,00975
TRAIN,E,00976
TEST,E,00979
TRAIN,E,00980
TRAIN,E,00981
TRAIN,E,00984
TRAIN,E,00985
TRAIN,E,00986
TRAIN,E,00989
TRAIN,E,00990
TRAIN,E,00991
TRAIN,E,00992
TRAIN,E,00995
TRAIN,E,00996
TRAIN,E,00997
TRAIN,E,00998
TRAIN,E,01001
TRAIN,E,01002
TEST,E,01003
TRAIN,E,01004
TRAIN,E,01007
TEST,E,01008
TRAIN,E,01009
TRAIN,E,01012
TRAIN,E,01013
TRAIN,E,01014
TRAIN,E,01015
TRAIN,E,01018
TEST,E,01019
TRAIN,E,01020
TRAIN,E,01021
TRAIN,E,01024
TRAIN,E,01025
TRAIN,E,01026
TRAIN,E,01155
TRAIN,E,01156
TRAIN,E,01157
TRAIN,E,01158
TRAIN,E,01161
TRAIN,E,01162
TRAIN,E,01163
TRAIN,E,01164
TRAIN,E,01165
TEST,E,01168
TRAIN,E,01169
TRAIN,E,01170
TEST,E,01171
TRAIN,E,01174
TRAIN,E,01175
TEST,E,01176
TEST,E,01177
TRAIN,E,01180
TEST,E,01181
TEST,E,01182
TRAIN,E,01183
TRAIN,E,01186
TRAIN,E,01187
TEST,E,01188
TRAIN,E,01189
TRAIN,E,01190
TRAIN,E,01193
TEST,E,01194
TRAIN,E,01195
TEST,E,01196
TRAIN,E,01197
TRAIN,E,01200
TRAIN,E,01201
TRAIN,E,01202
TRAIN,E,01203
TRAIN,E,01204
TRAIN,E,01368
TRAIN,E,01369
TRAIN,E,01370
TRAIN,E,01371
TEST,E,01374
TRAIN,E,01375
TRAIN,E,01376
TRAIN,E,01378
TRAIN,E,01379
TRAIN,E,01380
TRAIN,E,01381
TRAIN,E,01382
TEST,E,01383
TEST,E,01384
TRAIN,E,01387
TRAIN,E,01388
TRAIN,E,01389
TRAIN,E,01390
TRAIN,E,01392
TRAIN,E,01393
TRAIN,E,01394
TRAIN,E,01395
TRAIN,E,01396
TRAIN,E,01398
TRAIN,E,01399
TRAIN,E,01400
TRAIN,E,01401
TRAIN,E,01402
TRAIN,E,01403
TRAIN,E,01542
TEST,E,01543
TEST,E,01544
TRAIN,E,01545
TRAIN,E,01548
TRAIN,E,01549
TRAIN,E,01550
TRAIN,E,01551
TRAIN,E,01552
TRAIN,E,01555
TRAIN,E,01556
TRAIN,E,01557
TRAIN,E,01558
TEST,E,01559
TRAIN,E,01562
TRAIN,E,01563
TRAIN,E,01564
TEST,E,01565
TRAIN,E,01567
TRAIN,E,01568
TRAIN,E,01569
TEST,E,01570
TRAIN,E,01573
TEST,E,01574
TRAIN,E,01575
TRAIN,E,01578
TRAIN,E,01579
TEST,E,01580
TRAIN,E,01583
TRAIN,E,01584
TRAIN,E,01585
TRAIN,E,01586
TRAIN,E,01589
TRAIN,E,01590
TRAIN,E,01591
TRAIN,E,01723
TRAIN,E,01724
TRAIN,E,01725
TRAIN,E,01726
TRAIN,E,01729
TEST,E,01730
TEST,E,01731
TEST,E,01732
TRAIN,E,01733
TEST,E,01736
TEST,E,01737
TRAIN,E,01738
TRAIN,E,01739
TRAIN,E,01742
TEST,E,01743
TRAIN,E,01744
TRAIN,E,01745
TRAIN,E,01746
TRAIN,E,01749
TRAIN,E,01750
TRAIN,E,01751
TRAIN,E,01752
TEST,E,01753
TRAIN,E,01903
TRAIN,E,01904
TRAIN,E,01905
TEST,E,01906
TRAIN,E,01907
TEST,E,01910
TRAIN,E,01911
TEST,E,01912
TRAIN,E,01913
TRAIN,E,01916
TRAIN,E,01917
TRAIN,E,01918
TRAIN,E,01919
TRAIN,E,01922
TRAIN,E,01923
TRAIN,E,01924
TEST,E,01925
TRAIN,E,01928
TRAIN,E,01929
TRAIN,E,01930
TRAIN,E,01931
TRAIN,E,01934
TRAIN,E,01935
TRAIN,E,01936
TRAIN,E,01937
TRAIN,E,01938
TEST,E1,00823
TRAIN,E1,00973
TRAIN,E1,00978
TRAIN,E1,00983
TRAIN,E1,00988
TRAIN,E1,00994
TEST,E1,01000
TRAIN,E1,01006
TEST,E1,01011
TRAIN,E1,01017
TRAIN,E1,01023
TRAIN,E1,01028
TRAIN,E1,01572
TRAIN,E1,01577
TRAIN,E1,01582
TEST,E1,01588
TRAIN,F,00035
TRAIN,F,00041
TRAIN,F,00047
TRAIN,F,00050
TEST,F,00053
TRAIN,F,00161
TRAIN,F,00167
TRAIN,F,00172
TRAIN,F,00175
TEST,F,00178
TRAIN,F,00181
TEST,F,00184
TRAIN,F,00187
TEST,F,00310
TRAIN,F,00317
TRAIN,F,00324
TRAIN,F,00331
TRAIN,F,00337
TRAIN,F,00341
TRAIN,F,00344
TRAIN,F,00347
TRAIN,F,00350
TRAIN,F,00353
TRAIN,F,00356
TRAIN,F,00359
TRAIN,F,00362
TRAIN,F,00365
TEST,F,00368
TRAIN,F,00371
TRAIN,F,00374
TEST,F,00377
TRAIN,F,00380
TEST,F,00383
TRAIN,F,00567
TRAIN,F,00573
TRAIN,F,00579
TRAIN,F,00584
TRAIN,F,00587
TEST,F,00590
TEST,F,00593
TRAIN,F,00596
TRAIN,F,00599
TRAIN,F,00602
TRAIN,F,00605
TRAIN,F,00608
TRAIN,F,00611
TRAIN,F,00614
TRAIN,F,00779
TRAIN,F,00787
TEST,F,00794
TRAIN,F,00801
TRAIN,F,00808
TRAIN,F,00815
TRAIN,F,00822
TRAIN,F,00829
TRAIN,F,00834
TRAIN,F,00950
TRAIN,F,00954
TRAIN,F,00960
TRAIN,F,00966
TEST,F,00972
TRAIN,F,00977
TRAIN,F,00982
TRAIN,F,00987
TRAIN,F,00993
TRAIN,F,00999
TRAIN,F,01005
TRAIN,F,01010
TRAIN,F,01016
TRAIN,F,01022
TRAIN,F,01027
TRAIN,F,01159
TRAIN,F,01166
TEST,F,01172
TRAIN,F,01178
TRAIN,F,01184
TRAIN,F,01191
TRAIN,F,01198
TRAIN,F,01205
TRAIN,F,01210
TRAIN,F,01213
TEST,F,01217
TRAIN,F,01221
TRAIN,F,01224
TRAIN,F,01339
TRAIN,F,01342
TEST,F,01345
TRAIN,F,01348
TRAIN,F,01351
TRAIN,F,01354
TRAIN,F,01357
TRAIN,F,01361
TRAIN,F,01372
TRAIN,F,01377
TRAIN,F,01385
TEST,F,01391
TEST,F,01397
TRAIN,F,01404
TEST,F,01546
TRAIN,F,01553
TEST,F,01560
TEST,F,01566
TRAIN,F,01571
TRAIN,F,01576
TRAIN,F,01581
TRAIN,F,01587
TEST,F,01592
TRAIN,F,01727
TEST,F,01734
TRAIN,F,01740
TEST,F,01747
TEST,F,01754
TRAIN,F,01757
TEST,F,01759
TRAIN,F,01761
TRAIN,F,01763
TEST,F,01766
TRAIN,F,01769
TRAIN,F,01908
TRAIN,F,01914
TRAIN,F,01920
TRAIN,F,01926
TRAIN,F,01932
TEST,F,01939
TRAIN,F,01945
TRAIN,F,01950
TRAIN,F,01956
TRAIN,F,01962
TRAIN,F,01967
TRAIN,F,01972
TEST,G,00048
TRAIN,G,00051
TRAIN,G,00173
TRAIN,G,00176
TRAIN,G,00179
TEST,G,00182
TRAIN,G,00185
TRAIN,G,00338
TRAIN,G,00342
TRAIN,G,00345
TRAIN,G,00348
TEST,G,00351
TEST,G,00354
TRAIN,G,00357
TEST,G,00360
TRAIN,G,00363
TRAIN,G,00366
TEST,G,00369
TRAIN,G,00372
TRAIN,G,00375
TRAIN,G,00378
TRAIN,G,00381
TRAIN,G,00585
TRAIN,G,00588
TRAIN,G,00591
TEST,G,00594
TRAIN,G,00597
TRAIN,G,00600
TRAIN,G,00603
TRAIN,G,00606
TRAIN,G,00609
TRAIN,G,00612
TRAIN,G,01214
TRAIN,G,01218
TRAIN,G,01222
TEST,G,01764
TRAIN,G,01767
TRAIN,G2,00054
TRAIN,G2,00055
TRAIN,G2,00059
TRAIN,G2,00060
TEST,G2,00071
TRAIN,G2,00072
TRAIN,G2,00084
TEST,G2,00085
TEST,G2,00188
TEST,G2,00189
TRAIN,G2,00193
TEST,G2,00194
TRAIN,G2,00198
TRAIN,G2,00199
TRAIN,G2,00384
TRAIN,G2,00385
TRAIN,G2,00389
TRAIN,G2,00390
TRAIN,G2,00400
TEST,G2,00401
TEST,G2,00415
TRAIN,G2,00416
TEST,G2,00615
TRAIN,G2,00616
TRAIN,G2,00620
TEST,G2,00621
TRAIN,G2,00628
TRAIN,G2,00629
TRAIN,G2,00640
TRAIN,G2,00641
TEST,G2,00653
TRAIN,G2,00654
TRAIN,G2,00835
TRAIN,G2,00836
TEST,G2,00841
TRAIN,G2,00842
TRAIN,G2,00851
TEST,G2,00852
TRAIN,G2,00863
TRAIN,G2,00864
TRAIN,G2,01029
TRAIN,G2,01035
TRAIN,G2,01036
TRAIN,G2,01045
TRAIN,G2,01046
TRAIN,G2,01056
TRAIN,G2,01057
TEST,G2,01068
TEST,G2,01069
TRAIN,G2,01225
TRAIN,G2,01226
TEST,G2,01229
TRAIN,G2,01230
TRAIN,G2,01233
TRAIN,G2,01234
TRAIN,G2,01238
TRAIN,G2,01239
TRAIN,G2,01241
TEST,G2,01242
TRAIN,G2,01254
TRAIN,G2,01255
TRAIN,G2,01405
TRAIN,G2,01406
TRAIN,G2,01413
TRAIN,G2,01414
TRAIN,G2,01423
TRAIN,G2,01424
TRAIN,G2,01434
TEST,G2,01435
TRAIN,G2,01445
TRAIN,G2,01446
TRAIN,G2,01593
TEST,G2,01594
TRAIN,G2,01599
